subject	label	measurement	mean
4	LAYING	fbodyaccjerkstandarddeviationz	-0.980261236296296
4	LAYING	fbodygyromeanx	-0.967203736481482
4	LAYING	fbodygyromeany	-0.972187839074074
4	LAYING	fbodygyromeanz	-0.961479262592593
4	LAYING	fbodygyrostandarddeviationx	-0.975094739444444
4	LAYING	fbodygyrostandarddeviationy	-0.956182500185185
4	LAYING	fbodygyrostandarddeviationz	-0.965807466666667
4	LAYING	fbodyaccmagmean	-0.939389701296296
4	LAYING	fbodyaccmagstandarddeviation	-0.937187975962963
4	LAYING	fbodybodyaccjerkmagmean	-0.96228712537037
4	LAYING	fbodybodyaccjerkmagstandarddeviation	-0.958037119259259
4	LAYING	fbodybodygyromagmean	-0.961556660185185
4	LAYING	fbodybodygyromagstandarddeviation	-0.947100325185185
4	LAYING	fbodybodygyrojerkmagmean	-0.983609073333333
4	LAYING	fbodybodygyrojerkmagstandarddeviation	-0.982543631666667
4	SITTING	tbodyaccmeanx	0.27153827992
4	SITTING	tbodyaccmeany	-0.007163065158
4	SITTING	tbodyaccmeanz	-0.10587459588
4	SITTING	tbodyaccstandarddeviationx	-0.980309931
4	SITTING	tbodyaccstandarddeviationy	-0.89022398108
4	SITTING	tbodyaccstandarddeviationz	-0.9322030066
4	SITTING	tgravityaccmeanx	0.8693030064
4	SITTING	tgravityaccmeany	0.211622539936894
4	SITTING	tgravityaccmeanz	0.11012048108
4	SITTING	tgravityaccstandarddeviationx	-0.9814052948
4	SITTING	tgravityaccstandarddeviationy	-0.93272710386
4	SITTING	tgravityaccstandarddeviationz	-0.9509492546
4	SITTING	tbodyaccjerkmeanx	0.0784500239
4	SITTING	tbodyaccjerkmeany	-0.0108582171094
4	SITTING	tbodyaccjerkmeanz	-0.0121499951596
4	SITTING	tbodyaccjerkstandarddeviationx	-0.9767421962
4	SITTING	tbodyaccjerkstandarddeviationy	-0.9445961056
4	SITTING	tbodyaccjerkstandarddeviationz	-0.9790387658
4	SITTING	tbodygyromeanx	-0.04944351156
4	SITTING	tbodygyromeany	-0.08943006108
4	SITTING	tbodygyromeanz	0.10115033478
4	SITTING	tbodygyrostandarddeviationx	-0.9701317904
4	SITTING	tbodygyrostandarddeviationy	-0.9584681204
4	SITTING	tbodygyrostandarddeviationz	-0.9279722294
4	SITTING	tbodygyrojerkmeanx	-0.09694948424
4	SITTING	tbodygyrojerkmeany	-0.041848389996
4	SITTING	tbodygyrojerkmeanz	-0.0489964351672
4	SITTING	tbodygyrojerkstandarddeviationx	-0.9698997312
4	SITTING	tbodygyrojerkstandarddeviationy	-0.984441358
4	SITTING	tbodygyrojerkstandarddeviationz	-0.9688048316
4	SITTING	tbodyaccmagmean	-0.93569482
4	SITTING	tbodyaccmagstandarddeviation	-0.9144078448
4	SITTING	tgravityaccmagmean	-0.93569482
4	SITTING	tgravityaccmagstandarddeviation	-0.9144078448
4	SITTING	tbodyaccjerkmagmean	-0.9701322836
4	SITTING	tbodyaccjerkmagstandarddeviation	-0.9625491104
4	SITTING	tbodygyromagmean	-0.9260633138
4	SITTING	tbodygyromagstandarddeviation	-0.928898293
4	SITTING	tbodygyrojerkmagmean	-0.9804904618
4	SITTING	tbodygyrojerkmagstandarddeviation	-0.9758066902
4	SITTING	fbodyaccmeanx	-0.9774624984
4	SITTING	fbodyaccmeany	-0.9057829318
4	SITTING	fbodyaccmeanz	-0.9517837432
4	SITTING	fbodyaccstandarddeviationx	-0.9819081892
4	SITTING	fbodyaccstandarddeviationy	-0.8894673494
4	SITTING	fbodyaccstandarddeviationz	-0.9269993168
4	SITTING	fbodyaccjerkmeanx	-0.9768457126
4	SITTING	fbodyaccjerkmeany	-0.9442983908
4	SITTING	fbodyaccjerkmeanz	-0.9751549056
4	SITTING	fbodyaccjerkstandarddeviationx	-0.9787769122
4	SITTING	fbodyaccjerkstandarddeviationy	-0.949293158
4	SITTING	fbodyaccjerkstandarddeviationz	-0.9816994482
4	SITTING	fbodygyromeanx	-0.9605896358
4	SITTING	fbodygyromeany	-0.9675836478
4	SITTING	fbodygyromeanz	-0.9337768922
4	SITTING	fbodygyrostandarddeviationx	-0.973333107
4	SITTING	fbodygyrostandarddeviationy	-0.954120419
4	SITTING	fbodygyrostandarddeviationz	-0.9328683544
4	SITTING	fbodyaccmagmean	-0.929002095
4	SITTING	fbodyaccmagstandarddeviation	-0.9198157096
4	SITTING	fbodybodyaccjerkmagmean	-0.9625007338
4	SITTING	fbodybodyaccjerkmagstandarddeviation	-0.9615845194
4	SITTING	fbodybodygyromagmean	-0.9487697524
4	SITTING	fbodybodygyromagstandarddeviation	-0.9288505544
4	SITTING	fbodybodygyrojerkmagmean	-0.9765477634
4	SITTING	fbodybodygyrojerkmagstandarddeviation	-0.9762617538
4	STANDING	tbodyaccmeanx	0.280499745892857
4	STANDING	tbodyaccmeany	-0.00948911098553571
4	STANDING	tbodyaccmeanz	-0.0961574905535714
4	STANDING	tbodyaccstandarddeviationx	-0.97692058
4	STANDING	tbodyaccstandarddeviationy	-0.86159737875
4	STANDING	tbodyaccstandarddeviationz	-0.896880538392857
4	STANDING	tgravityaccmeanx	0.95619779125
4	STANDING	tgravityaccmeany	-0.0759009061071429
4	STANDING	tgravityaccmeanz	0.166893825946429
4	STANDING	tgravityaccstandarddeviationx	-0.972908355892857
4	STANDING	tgravityaccstandarddeviationy	-0.917613464821429
4	STANDING	tgravityaccstandarddeviationz	-0.899404775267857
4	STANDING	tbodyaccjerkmeanx	0.0721328379857143
4	STANDING	tbodyaccjerkmeany	-0.00653015693773214
4	STANDING	tbodyaccjerkmeanz	-0.0211889890567857
4	STANDING	tbodyaccjerkstandarddeviationx	-0.972586541964286
4	STANDING	tbodyaccjerkstandarddeviationy	-0.938354677857143
4	STANDING	tbodyaccjerkstandarddeviationz	-0.973054201071429
4	STANDING	tbodygyromeanx	-0.0306449342357143
4	STANDING	tbodygyromeany	-0.061824850625
4	STANDING	tbodygyromeanz	0.0755636430892857
4	STANDING	tbodygyrostandarddeviationx	-0.909687974464286
4	STANDING	tbodygyrostandarddeviationy	-0.949227146964286
4	STANDING	tbodygyrostandarddeviationz	-0.909995038571429
4	STANDING	tbodygyrojerkmeanx	-0.103057894142857
4	STANDING	tbodygyrojerkmeany	-0.0461257201357143
4	STANDING	tbodygyrojerkmeanz	-0.0490753497867857
4	STANDING	tbodygyrojerkstandarddeviationx	-0.949633878571429
4	STANDING	tbodygyrojerkstandarddeviationy	-0.976065174642857
4	STANDING	tbodygyrojerkstandarddeviationz	-0.957982019464286
4	STANDING	tbodyaccmagmean	-0.906478051785714
4	STANDING	tbodyaccmagstandarddeviation	-0.890976683392857
4	STANDING	tgravityaccmagmean	-0.906478051785714
4	STANDING	tgravityaccmagstandarddeviation	-0.890976683392857
4	STANDING	tbodyaccjerkmagmean	-0.963370738392857
4	STANDING	tbodyaccjerkmagstandarddeviation	-0.958159482142857
4	STANDING	tbodygyromagmean	-0.900982100535714
4	STANDING	tbodygyromagstandarddeviation	-0.885144317678571
4	STANDING	tbodygyrojerkmagmean	-0.967614073928571
4	STANDING	tbodygyrojerkmagstandarddeviation	-0.964282784285714
4	STANDING	fbodyaccmeanx	-0.973497549642857
4	STANDING	fbodyaccmeany	-0.889549205
4	STANDING	fbodyaccmeanz	-0.93164342125
4	STANDING	fbodyaccstandarddeviationx	-0.978737637678571
4	STANDING	fbodyaccstandarddeviationy	-0.857380281803571
4	STANDING	fbodyaccstandarddeviationz	-0.887554317678571
4	STANDING	fbodyaccjerkmeanx	-0.972310894285714
4	STANDING	fbodyaccjerkmeany	-0.937624242142857
4	STANDING	fbodyaccjerkmeanz	-0.968648411607143
4	STANDING	fbodyaccjerkstandarddeviationx	-0.975706723571429
4	STANDING	fbodyaccjerkstandarddeviationy	-0.944075308928571
4	STANDING	fbodyaccjerkstandarddeviationz	-0.976229505535714
4	STANDING	fbodygyromeanx	-0.905464161964286
4	STANDING	fbodygyromeany	-0.955992945178571
4	STANDING	fbodygyromeanz	-0.915280955357143
4	STANDING	fbodygyrostandarddeviationx	-0.912464793928571
4	STANDING	fbodygyrostandarddeviationy	-0.945825840178571
4	STANDING	fbodygyrostandarddeviationz	-0.91665163125
4	STANDING	fbodyaccmagmean	-0.917614014821429
4	STANDING	fbodyaccmagstandarddeviation	-0.895340042142857
4	STANDING	fbodybodyaccjerkmagmean	-0.956139283571429
4	STANDING	fbodybodyaccjerkmagstandarddeviation	-0.96003249875
4	STANDING	fbodybodygyromagmean	-0.914209165714286
4	STANDING	fbodybodygyromagstandarddeviation	-0.887194404285714
4	STANDING	fbodybodygyrojerkmagmean	-0.964471139464286
4	STANDING	fbodybodygyrojerkmagstandarddeviation	-0.9664302175
4	WALKING	tbodyaccmeanx	0.278582015166667
4	WALKING	tbodyaccmeany	-0.0148399475341667
4	WALKING	tbodyaccmeanz	-0.11140306485
4	WALKING	tbodyaccstandarddeviationx	-0.440829971333333
4	WALKING	tbodyaccstandarddeviationy	-0.0788267367683333
4	WALKING	tbodyaccstandarddeviationz	-0.586252806833333
4	WALKING	tgravityaccmeanx	0.963999696833333
4	WALKING	tgravityaccmeany	-0.0858540265666667
4	WALKING	tgravityaccmeanz	0.127764112666667
4	WALKING	tgravityaccstandarddeviationx	-0.983826494833333
4	WALKING	tgravityaccstandarddeviationy	-0.967963221
4	WALKING	tgravityaccstandarddeviationz	-0.962968112
4	WALKING	tbodyaccjerkmeanx	0.0783529082183333
4	WALKING	tbodyaccjerkmeany	0.00295602428666667
4	WALKING	tbodyaccjerkmeanz	-0.000767679338333334
4	WALKING	tbodyaccjerkstandarddeviationx	-0.297042612533333
4	WALKING	tbodyaccjerkstandarddeviationy	-0.221165131581667
4	WALKING	tbodyaccjerkstandarddeviationz	-0.7513913825
4	WALKING	tbodygyromeanx	-0.0317982557795
4	WALKING	tbodygyromeany	-0.0726905278583333
4	WALKING	tbodygyromeanz	0.0805677161216667
4	WALKING	tbodygyrostandarddeviationx	-0.500916659
4	WALKING	tbodygyrostandarddeviationy	-0.665394092833333
4	WALKING	tbodygyrostandarddeviationz	-0.662608226
4	WALKING	tbodygyrojerkmeanx	-0.115321556475
4	WALKING	tbodygyrojerkmeany	-0.0393474489133333
4	WALKING	tbodygyrojerkmeanz	-0.0551166852766667
4	WALKING	tbodygyrojerkstandarddeviationx	-0.492341066833333
4	WALKING	tbodygyrojerkstandarddeviationy	-0.807419937
4	WALKING	tbodygyrojerkstandarddeviationz	-0.640454132833333
4	WALKING	tbodyaccmagmean	-0.312050574166667
4	WALKING	tbodyaccmagstandarddeviation	-0.527679103166667
4	WALKING	tgravityaccmagmean	-0.312050574166667
4	WALKING	tgravityaccmagstandarddeviation	-0.527679103166667
4	WALKING	tbodyaccjerkmagmean	-0.366700879833333
4	WALKING	tbodyaccjerkmagstandarddeviation	-0.316918956
4	WALKING	tbodygyromagmean	-0.49779220106
4	WALKING	tbodygyromagstandarddeviation	-0.553116111166667
4	WALKING	tbodygyrojerkmagmean	-0.6813040365
4	WALKING	tbodygyrojerkmagstandarddeviation	-0.7301463685
4	WALKING	fbodyaccmeanx	-0.426719449666667
4	WALKING	fbodyaccmeany	-0.14939963344
4	WALKING	fbodyaccmeanz	-0.631005470833333
4	WALKING	fbodyaccstandarddeviationx	-0.447234929666667
4	WALKING	fbodyaccstandarddeviationy	-0.101799450565167
4	WALKING	fbodyaccstandarddeviationz	-0.594198325666667
4	WALKING	fbodyaccjerkmeanx	-0.358883413666667
4	WALKING	fbodyaccjerkmeany	-0.279553391533333
4	WALKING	fbodyaccjerkmeanz	-0.728991595666667
4	WALKING	fbodyaccjerkstandarddeviationx	-0.29732607245
4	WALKING	fbodyaccjerkstandarddeviationy	-0.2099000063
4	WALKING	fbodyaccjerkstandarddeviationz	-0.772359087333333
4	WALKING	fbodygyromeanx	-0.373384540666667
4	WALKING	fbodygyromeany	-0.688460056666667
4	WALKING	fbodygyromeanz	-0.601381129166667
4	WALKING	fbodygyrostandarddeviationx	-0.542646759
4	WALKING	fbodygyrostandarddeviationy	-0.654657770166667
4	WALKING	fbodygyrostandarddeviationz	-0.716458475166667
4	WALKING	fbodyaccmagmean	-0.450804558333333
4	WALKING	fbodyaccmagstandarddeviation	-0.651172628166667
4	WALKING	fbodybodyaccjerkmagmean	-0.318587811
4	WALKING	fbodybodyaccjerkmagstandarddeviation	-0.320458701
4	WALKING	fbodybodygyromagmean	-0.609285588016667
4	WALKING	fbodybodygyromagstandarddeviation	-0.593937200833333
4	WALKING	fbodybodygyrojerkmagmean	-0.724327420666667
4	WALKING	fbodybodygyrojerkmagstandarddeviation	-0.757768081166667
4	WALKING_DOWNSTAIRS	tbodyaccmeanx	0.279965329555556
4	WALKING_DOWNSTAIRS	tbodyaccmeany	-0.00980200850666667
4	WALKING_DOWNSTAIRS	tbodyaccmeanz	-0.1067775246
4	WALKING_DOWNSTAIRS	tbodyaccstandarddeviationx	0.0111935496222222
4	WALKING_DOWNSTAIRS	tbodyaccstandarddeviationy	-0.21859832499
4	WALKING_DOWNSTAIRS	tbodyaccstandarddeviationz	-0.479185977111111
4	WALKING_DOWNSTAIRS	tgravityaccmeanx	0.947731858666667
4	WALKING_DOWNSTAIRS	tgravityaccmeany	-0.0620852772955556
4	WALKING_DOWNSTAIRS	tgravityaccmeanz	0.148714808888889
4	WALKING_DOWNSTAIRS	tgravityaccstandarddeviationx	-0.955258881333333
4	WALKING_DOWNSTAIRS	tgravityaccstandarddeviationy	-0.932066041111111
4	WALKING_DOWNSTAIRS	tgravityaccstandarddeviationz	-0.937753794444444
4	WALKING_DOWNSTAIRS	tbodyaccjerkmeanx	0.0971862748866667
4	WALKING_DOWNSTAIRS	tbodyaccjerkmeany	0.00563780215111111
4	WALKING_DOWNSTAIRS	tbodyaccjerkmeanz	-0.00729137766444444
4	WALKING_DOWNSTAIRS	tbodyaccjerkstandarddeviationx	-0.145759708684667
4	WALKING_DOWNSTAIRS	tbodyaccjerkstandarddeviationy	-0.146242294857778
4	WALKING_DOWNSTAIRS	tbodyaccjerkstandarddeviationz	-0.626646986888889
4	WALKING_DOWNSTAIRS	tbodygyromeanx	-0.102838822533333
4	WALKING_DOWNSTAIRS	tbodygyromeany	-0.0704025952333333
4	WALKING_DOWNSTAIRS	tbodygyromeanz	0.05926394948
4	WALKING_DOWNSTAIRS	tbodygyrostandarddeviationx	-0.370244695288889
4	WALKING_DOWNSTAIRS	tbodygyrostandarddeviationy	-0.699453537111111
4	WALKING_DOWNSTAIRS	tbodygyrostandarddeviationz	-0.498480800444444
4	WALKING_DOWNSTAIRS	tbodygyrojerkmeanx	-0.0921282734666667
4	WALKING_DOWNSTAIRS	tbodygyrojerkmeany	-0.0348434913444444
4	WALKING_DOWNSTAIRS	tbodygyrojerkmeanz	-0.0492836435688889
4	WALKING_DOWNSTAIRS	tbodygyrojerkstandarddeviationx	-0.395995494444444
4	WALKING_DOWNSTAIRS	tbodygyrojerkstandarddeviationy	-0.816858240222222
4	WALKING_DOWNSTAIRS	tbodygyrojerkstandarddeviationz	-0.325780073711111
4	WALKING_DOWNSTAIRS	tbodyaccmagmean	-0.0491616726733333
4	WALKING_DOWNSTAIRS	tbodyaccmagstandarddeviation	-0.0819559041111111
4	WALKING_DOWNSTAIRS	tgravityaccmagmean	-0.0491616726733333
4	WALKING_DOWNSTAIRS	tgravityaccmagstandarddeviation	-0.0819559041111111
4	WALKING_DOWNSTAIRS	tbodyaccjerkmagmean	-0.228851413747333
4	WALKING_DOWNSTAIRS	tbodyaccjerkmagstandarddeviation	-0.216858921977778
4	WALKING_DOWNSTAIRS	tbodygyromagmean	-0.3466062928
4	WALKING_DOWNSTAIRS	tbodygyromagstandarddeviation	-0.3805726254
4	WALKING_DOWNSTAIRS	tbodygyrojerkmagmean	-0.592843014888889
4	WALKING_DOWNSTAIRS	tbodygyrojerkmagstandarddeviation	-0.637079543555556
4	WALKING_DOWNSTAIRS	fbodyaccmeanx	-0.0722392276888889
4	WALKING_DOWNSTAIRS	fbodyaccmeany	-0.129606639466667
4	WALKING_DOWNSTAIRS	fbodyaccmeanz	-0.494683451555556
4	WALKING_DOWNSTAIRS	fbodyaccstandarddeviationx	0.0390098262533333
4	WALKING_DOWNSTAIRS	fbodyaccstandarddeviationy	-0.32253131772
4	WALKING_DOWNSTAIRS	fbodyaccstandarddeviationz	-0.512694303111111
4	WALKING_DOWNSTAIRS	fbodyaccjerkmeanx	-0.16163290774
4	WALKING_DOWNSTAIRS	fbodyaccjerkmeany	-0.172941628735556
4	WALKING_DOWNSTAIRS	fbodyaccjerkmeanz	-0.583917371333333
4	WALKING_DOWNSTAIRS	fbodyaccjerkstandarddeviationx	-0.208250062317778
4	WALKING_DOWNSTAIRS	fbodyaccjerkstandarddeviationy	-0.177202094317778
4	WALKING_DOWNSTAIRS	fbodyaccjerkstandarddeviationz	-0.668867334444444
4	WALKING_DOWNSTAIRS	fbodygyromeanx	-0.240298893435556
4	WALKING_DOWNSTAIRS	fbodygyromeany	-0.717545840444444
4	WALKING_DOWNSTAIRS	fbodygyromeanz	-0.318306481022222
4	WALKING_DOWNSTAIRS	fbodygyrostandarddeviationx	-0.414919000955556
4	WALKING_DOWNSTAIRS	fbodygyrostandarddeviationy	-0.691518367333333
4	WALKING_DOWNSTAIRS	fbodygyrostandarddeviationz	-0.621658471333333
4	WALKING_DOWNSTAIRS	fbodyaccmagmean	-0.01907433524
4	WALKING_DOWNSTAIRS	fbodyaccmagstandarddeviation	-0.263644030288889
4	WALKING_DOWNSTAIRS	fbodybodyaccjerkmagmean	-0.175295286557778
4	WALKING_DOWNSTAIRS	fbodybodyaccjerkmagstandarddeviation	-0.280426776955556
4	WALKING_DOWNSTAIRS	fbodybodygyromagmean	-0.429213369555556
4	WALKING_DOWNSTAIRS	fbodybodygyromagstandarddeviation	-0.457674088
4	WALKING_DOWNSTAIRS	fbodybodygyrojerkmagmean	-0.621752455777778
4	WALKING_DOWNSTAIRS	fbodybodygyrojerkmagstandarddeviation	-0.685470931777778
4	WALKING_UPSTAIRS	tbodyaccmeanx	0.270876696730769
4	WALKING_UPSTAIRS	tbodyaccmeany	-0.0319804295729615
4	WALKING_UPSTAIRS	tbodyaccmeanz	-0.114219455519231
4	WALKING_UPSTAIRS	tbodyaccstandarddeviationx	-0.204933042903846
4	WALKING_UPSTAIRS	tbodyaccstandarddeviationy	-0.0666899105180769
4	WALKING_UPSTAIRS	tbodyaccstandarddeviationz	-0.372137777692308
4	WALKING_UPSTAIRS	tgravityaccmeanx	0.946264314423077
4	WALKING_UPSTAIRS	tgravityaccmeany	-0.232944304615385
4	WALKING_UPSTAIRS	tgravityaccmeanz	0.0841675382884615
4	WALKING_UPSTAIRS	tgravityaccstandarddeviationx	-0.958495235576923
4	WALKING_UPSTAIRS	tgravityaccstandarddeviationy	-0.923376019038462
4	WALKING_UPSTAIRS	tgravityaccstandarddeviationz	-0.919619453269231
4	WALKING_UPSTAIRS	tbodyaccjerkmeanx	0.0560971909634615
4	WALKING_UPSTAIRS	tbodyaccjerkmeany	0.0234018993153846
4	WALKING_UPSTAIRS	tbodyaccjerkmeanz	0.00340280836730769
4	WALKING_UPSTAIRS	tbodyaccjerkstandarddeviationx	-0.380488027307692
4	WALKING_UPSTAIRS	tbodyaccjerkstandarddeviationy	-0.281543175326923
4	WALKING_UPSTAIRS	tbodyaccjerkstandarddeviationz	-0.726495311923077
4	WALKING_UPSTAIRS	tbodygyromeanx	0.0393825198942308
4	WALKING_UPSTAIRS	tbodygyromeany	-0.0859471683596154
4	WALKING_UPSTAIRS	tbodygyromeanz	0.0843753843384615
4	WALKING_UPSTAIRS	tbodygyrostandarddeviationx	-0.454431043269231
4	WALKING_UPSTAIRS	tbodygyrostandarddeviationy	-0.551185569230769
4	WALKING_UPSTAIRS	tbodygyrostandarddeviationz	-0.360811047884615
4	WALKING_UPSTAIRS	tbodygyrojerkmeanx	-0.1314720713
4	WALKING_UPSTAIRS	tbodygyrojerkmeany	-0.0390508828865385
4	WALKING_UPSTAIRS	tbodygyrojerkmeanz	-0.0722496260807692
4	WALKING_UPSTAIRS	tbodygyrojerkstandarddeviationx	-0.533666803846154
4	WALKING_UPSTAIRS	tbodygyrojerkstandarddeviationy	-0.840722752692308
4	WALKING_UPSTAIRS	tbodygyrojerkstandarddeviationz	-0.556236584807692
4	WALKING_UPSTAIRS	tbodyaccmagmean	-0.153703935357692
4	WALKING_UPSTAIRS	tbodyaccmagstandarddeviation	-0.212012300480769
4	WALKING_UPSTAIRS	tgravityaccmagmean	-0.153703935357692
4	WALKING_UPSTAIRS	tgravityaccmagstandarddeviation	-0.212012300480769
4	WALKING_UPSTAIRS	tbodyaccjerkmagmean	-0.400922254807692
4	WALKING_UPSTAIRS	tbodyaccjerkmagstandarddeviation	-0.437261477884615
4	WALKING_UPSTAIRS	tbodygyromagmean	-0.299779407884615
4	WALKING_UPSTAIRS	tbodygyromagstandarddeviation	-0.510974134423077
4	WALKING_UPSTAIRS	tbodygyrojerkmagmean	-0.686978374423077
4	WALKING_UPSTAIRS	tbodygyrojerkmagstandarddeviation	-0.755270457692308
4	WALKING_UPSTAIRS	fbodyaccmeanx	-0.294488270365385
4	WALKING_UPSTAIRS	fbodyaccmeany	-0.117109161492308
4	WALKING_UPSTAIRS	fbodyaccmeanz	-0.524655722692308
4	WALKING_UPSTAIRS	fbodyaccstandarddeviationx	-0.173217219014423
4	WALKING_UPSTAIRS	fbodyaccstandarddeviationy	-0.101434446040385
4	WALKING_UPSTAIRS	fbodyaccstandarddeviationz	-0.345109817692308
4	WALKING_UPSTAIRS	fbodyaccjerkmeanx	-0.418304647307692
4	WALKING_UPSTAIRS	fbodyaccjerkmeany	-0.297805187243462
4	WALKING_UPSTAIRS	fbodyaccjerkmeanz	-0.690106934230769
4	WALKING_UPSTAIRS	fbodyaccjerkstandarddeviationx	-0.396762584807692
4	WALKING_UPSTAIRS	fbodyaccjerkstandarddeviationy	-0.314525030788462
4	WALKING_UPSTAIRS	fbodyaccjerkstandarddeviationz	-0.762772175
4	WALKING_UPSTAIRS	fbodygyromeanx	-0.3710689925
4	WALKING_UPSTAIRS	fbodygyromeany	-0.684310201538462
4	WALKING_UPSTAIRS	fbodygyromeanz	-0.350765737115385
4	WALKING_UPSTAIRS	fbodygyrostandarddeviationx	-0.483548693461538
4	WALKING_UPSTAIRS	fbodygyrostandarddeviationy	-0.489824279230769
4	WALKING_UPSTAIRS	fbodygyrostandarddeviationz	-0.424533512307692
4	WALKING_UPSTAIRS	fbodyaccmagmean	-0.276825498230769
4	WALKING_UPSTAIRS	fbodyaccmagstandarddeviation	-0.301005898461538
4	WALKING_UPSTAIRS	fbodybodyaccjerkmagmean	-0.397406285
4	WALKING_UPSTAIRS	fbodybodyaccjerkmagstandarddeviation	-0.497324087307692
4	WALKING_UPSTAIRS	fbodybodygyromagmean	-0.575794072115385
4	WALKING_UPSTAIRS	fbodybodygyromagstandarddeviation	-0.552489628846154
4	WALKING_UPSTAIRS	fbodybodygyrojerkmagmean	-0.740749226346154
4	WALKING_UPSTAIRS	fbodybodygyrojerkmagstandarddeviation	-0.794209483076923
5	LAYING	tbodyaccmeanx	0.278334325576923
5	LAYING	tbodyaccmeany	-0.0183042123269231
5	LAYING	tbodyaccmeanz	-0.107937603673077
5	LAYING	tbodyaccstandarddeviationx	-0.965934509615385
5	LAYING	tbodyaccstandarddeviationy	-0.969295613269231
5	LAYING	tbodyaccstandarddeviationz	-0.968562516346154
5	LAYING	tgravityaccmeanx	-0.483470597692308
5	LAYING	tgravityaccmeany	0.954890346153846
5	LAYING	tgravityaccmeanz	0.263644691923077
5	LAYING	tgravityaccstandarddeviationx	-0.945695336153846
5	LAYING	tgravityaccstandarddeviationy	-0.985964053846154
5	LAYING	tgravityaccstandarddeviationz	-0.977076645
5	LAYING	tbodyaccjerkmeanx	0.0848164824230769
5	LAYING	tbodyaccjerkmeany	0.00747460829615385
5	LAYING	tbodyaccjerkmeanz	-0.00304067159653846
5	LAYING	tbodyaccjerkstandarddeviationx	-0.983307862115385
5	LAYING	tbodyaccjerkstandarddeviationy	-0.964560430961538
5	LAYING	tbodyaccjerkstandarddeviationz	-0.985419368461538
5	LAYING	tbodygyromeanx	-0.0218935013501923
5	LAYING	tbodygyromeany	-0.0798709596153846
5	LAYING	tbodygyromeanz	0.159894366942308
5	LAYING	tbodygyrostandarddeviationx	-0.979498706538461
5	LAYING	tbodygyrostandarddeviationy	-0.977427370576923
5	LAYING	tbodygyrostandarddeviationz	-0.960583776923077
5	LAYING	tbodygyrojerkmeanx	-0.102114125
5	LAYING	tbodygyrojerkmeany	-0.0404446925288462
5	LAYING	tbodygyrojerkmeanz	-0.07083096875
5	LAYING	tbodygyrojerkstandarddeviationx	-0.983422257692308
5	LAYING	tbodygyrojerkstandarddeviationy	-0.983759479230769
5	LAYING	tbodygyrojerkstandarddeviationz	-0.989679592307692
5	LAYING	tbodyaccmagmean	-0.966777882884615
5	LAYING	tbodyaccmagstandarddeviation	-0.958612786346154
5	LAYING	tgravityaccmagmean	-0.966777882884615
5	LAYING	tgravityaccmagstandarddeviation	-0.958612786346154
5	LAYING	tbodyaccjerkmagmean	-0.980141253846154
5	LAYING	tbodyaccjerkmagstandarddeviation	-0.977477145384615
5	LAYING	tbodygyromagmean	-0.946938300576923
5	LAYING	tbodygyromagstandarddeviation	-0.958287921923077
5	LAYING	tbodygyrojerkmagmean	-0.9864194225
5	LAYING	tbodygyrojerkmagstandarddeviation	-0.98377138
5	LAYING	fbodyaccmeanx	-0.968741678461538
5	LAYING	fbodyaccmeany	-0.965419520961538
5	LAYING	fbodyaccmeanz	-0.977007724615385
5	LAYING	fbodyaccstandarddeviationx	-0.964953893653846
5	LAYING	fbodyaccstandarddeviationy	-0.972909186730769
5	LAYING	fbodyaccstandarddeviationz	-0.965882191153846
5	LAYING	fbodyaccjerkmeanx	-0.982689657115385
5	LAYING	fbodyaccjerkmeany	-0.965328566153846
5	LAYING	fbodyaccjerkmeanz	-0.983250309423077
5	LAYING	fbodyaccjerkstandarddeviationx	-0.985625270384615
5	LAYING	fbodyaccjerkstandarddeviationy	-0.96624258
5	LAYING	fbodyaccjerkstandarddeviationz	-0.986135599038461
5	LAYING	fbodygyromeanx	-0.975797491730769
5	LAYING	fbodygyromeany	-0.978249645769231
5	LAYING	fbodygyromeanz	-0.963202948461538
5	LAYING	fbodygyrostandarddeviationx	-0.980705769807692
5	LAYING	fbodygyrostandarddeviationy	-0.977257800961538
5	LAYING	fbodygyrostandarddeviationz	-0.963305738076923
5	LAYING	fbodyaccmagmean	-0.962234984038462
5	LAYING	fbodyaccmagstandarddeviation	-0.962525369423077
5	LAYING	fbodybodyaccjerkmagmean	-0.977356379807692
5	LAYING	fbodybodyaccjerkmagstandarddeviation	-0.976381934807692
5	LAYING	fbodybodygyromagmean	-0.968257068846154
5	LAYING	fbodybodygyromagstandarddeviation	-0.959263063269231
5	LAYING	fbodybodygyrojerkmagmean	-0.984618025769231
5	LAYING	fbodybodygyrojerkmagstandarddeviation	-0.983434493076923
5	SITTING	tbodyaccmeanx	0.273694139545455
5	SITTING	tbodyaccmeany	-0.00990083527045455
5	SITTING	tbodyaccmeanz	-0.108540300265909
5	SITTING	tbodyaccstandarddeviationx	-0.980945022045455
5	SITTING	tbodyaccstandarddeviationy	-0.904335121022727
5	SITTING	tbodyaccstandarddeviationz	-0.926094740227273
5	SITTING	tgravityaccmeanx	0.880731443863636
5	SITTING	tgravityaccmeany	0.168445524
5	SITTING	tgravityaccmeanz	0.143006857611364
5	SITTING	tgravityaccstandarddeviationx	-0.983137541590909
5	SITTING	tgravityaccstandarddeviationy	-0.939942979795454
5	SITTING	tgravityaccstandarddeviationz	-0.945008999545455
